First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary
Victor,Finley,"Giles, Myers and Higgins",59364 Heather Pass Suite 932,Lake Misty,California,69577,Order south trade agency join baby apply defense themselves mission bed second.,Lettuce,02-12-2024,15,Instable,"Scientist, forensic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-10-24, 2024-06-29 - 2024-12-02","Scientist, forensic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 15 units of Lettuce on 2024-10-24."
John,Wright,Parsons-Jones,5318 Edwards Estates,Johnton,Hawaii,85731,Establish different act course group hot Republican clearly model nation our against something.,Cheese,31-08-2024,64,Rare,Risk manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-23, 2024-02-07 - 2024-08-31",Risk manager with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 64 units of Cheese on 2024-07-23.
Sylvia,Huynh,Reed-Wells,2574 Smith Field,Nathanbury,South Carolina,28764,Often person tell beyond between speak movement game test ten impact name.,Yogurt,19-07-2024,100,Only Once,Sport and exercise psychologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-13, 2024-02-05 - 2024-07-19",Sport and exercise psychologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 100 units of Yogurt on 2024-05-13.
Roger,Gilbert,James-Singh,34471 Katherine Hollow Apt. 892,Christophermouth,Maryland,84666,Around pay check economy foreign number perhaps piece before voice.,Milk,07-03-2025,20,Only Once,"Pilot, airline with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-12-12, 2024-07-05 - 2025-03-07","Pilot, airline with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 20 units of Milk on 2024-12-12."
Erin,Ellis,"Reynolds, Jones and Farley",42778 Nichols Park,Brianborough,New York,57344,Term low yes strategy chance cell condition community color without.,Berries,17-02-2025,84,Instable,Academic librarian with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-29, 2024-10-17 - 2025-02-17",Academic librarian with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 84 units of Berries on 2025-01-29.
Shannon,Gilbert,Miller-Johnson,4257 Christopher Tunnel,Port Paulatown,Nevada,49630,Trouble nothing large drive above term end wear year indicate and.,Carrots,24-09-2024,14,Only Once,Ambulance person with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-28, 2024-05-17 - 2024-09-24",Ambulance person with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 14 units of Carrots on 2024-06-28.
Sabrina,Little,"Johnson, Price and Castaneda",7806 Hall Orchard,New Sabrinaburgh,South Carolina,20728,Go movie while maybe sing piece high home door.,Berries,26-05-2024,65,Instable,"Teacher, adult education with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-04-24, 2024-03-16 - 2024-05-26","Teacher, adult education with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 65 units of Berries on 2024-04-24."
Amy,Jackson,"Hinton, Mccoy and Benjamin",895 Perez Springs Suite 025,Jordanburgh,Maryland,7888,True even sometimes hope several low card.,Cucumbers,01-05-2025,29,Instable,"Surveyor, land/geomatics with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-04-06, 2025-01-01 - 2025-05-01","Surveyor, land/geomatics with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 29 units of Cucumbers on 2025-04-06."
George,Shields,Romero LLC,277 Heather Port Suite 891,Port Ronaldton,Louisiana,54184,Feel believe total air benefit between goal across care worker.,Lettuce,19-08-2024,82,Frequent,Software engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-04, 2024-03-12 - 2024-08-19",Software engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 82 units of Lettuce on 2024-08-04.
Barbara,Moran,"Moran, Davidson and Dunn",09968 Lewis Track Suite 667,Lake Gerald,Connecticut,65138,Technology believe federal land modern daughter leg take board.,Yogurt,29-10-2024,78,Instable,Press sub with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-04, 2024-03-06 - 2024-10-29",Press sub with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 78 units of Yogurt on 2024-08-04.
Hannah,Smith,Anderson PLC,17510 Williams Center Suite 436,Jonesberg,North Carolina,40343,Professor bring face approach push account senior read laugh operation either.,Cucumbers,23-12-2024,82,Rare,Translator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-06, 2024-09-28 - 2024-12-23",Translator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 82 units of Cucumbers on 2024-11-06.
Tara,Roberts,Howard Inc,1481 Harrison Creek Apt. 095,Mendeztown,New Jersey,12093,Follow she world century network time than add level particular.,Spinach,19-11-2024,52,Only Once,"Accountant, chartered with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-11-15, 2024-06-27 - 2024-11-19","Accountant, chartered with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 52 units of Spinach on 2024-11-15."
Michael,Smith,Humphrey-Nelson,12051 Villegas Spur,Ronaldview,Oklahoma,3451,Improve majority grow career none level meet last vote season outside.,Tomatoes,04-04-2025,50,Frequent,Clothing/textile technologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-02, 2024-12-18 - 2025-04-04",Clothing/textile technologist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 50 units of Tomatoes on 2025-03-02.
Pamela,Davis,"Frank, Kane and Wilkerson",945 Todd Harbor,Jonesville,Arizona,88932,Child notice situation ability population result.,Berries,27-02-2025,8,Instable,Waste management officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-12-17, 2024-10-16 - 2025-02-27",Waste management officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 8 units of Berries on 2024-12-17.
Charles,Clark,Cantrell Group,5283 Karen Mission,North Danielle,Nebraska,63066,Our environmental color Republican majority station official after reflect.,Spinach,27-07-2024,38,Rare,Medical sales representative with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-28, 2024-03-12 - 2024-07-27",Medical sales representative with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 38 units of Spinach on 2024-06-28.
Curtis,Hernandez,Williams Inc,9670 Brett Fork,North Kellyshire,South Carolina,99396,Billion effect system several rest process PM get.,Cucumbers,01-02-2025,24,Only Once,Cabin crew with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-12-24, 2024-11-19 - 2025-02-01",Cabin crew with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 24 units of Cucumbers on 2024-12-24.
Anthony,Gilbert,Benson-Smith,7593 Lynch Club,Allenmouth,Nebraska,84865,Arrive someone health guess lose certainly soldier house history.,Cucumbers,10-11-2024,29,Rare,Corporate treasurer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-30, 2024-09-04 - 2024-11-10",Corporate treasurer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 29 units of Cucumbers on 2024-10-30.
Carolyn,Cortez,Johnson Ltd,699 Stacy Court,Port Kyle,Iowa,24702,Available science nothing situation consumer piece vote four test about every according recent them.,Carrots,11-05-2024,60,Rare,Copy with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-07, 2024-01-25 - 2024-05-11",Copy with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 60 units of Carrots on 2024-05-07.
Stephen,Lang,"Lane, Greene and Ramos",30793 Brown Heights Suite 183,Lake Nicholasstad,Oklahoma,16768,Building ground tree then appear oil.,Spinach,02-06-2024,30,Instable,"Librarian, academic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-05-30, 2023-12-11 - 2024-06-02","Librarian, academic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 30 units of Spinach on 2024-05-30."
Stephanie,Villarreal,Chapman PLC,16801 Michael Pass Apt. 803,Lake Toni,Minnesota,42317,Idea management course government series real low.,Spinach,14-11-2024,23,Rare,Technical author with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-09-28, 2024-07-19 - 2024-11-14",Technical author with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 23 units of Spinach on 2024-09-28.
Nicole,Welch,"Nguyen, Bailey and Meyer",75229 Gabriella Circle Apt. 970,North Williamshire,Maine,68047,Several entire deep prevent against live challenge amount its opportunity sell.,Tomatoes,08-06-2024,29,Rare,Commercial horticulturist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-16, 2024-01-02 - 2024-06-08",Commercial horticulturist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 29 units of Tomatoes on 2024-05-16.
Michelle,Flores,Lopez LLC,15119 Perez Forge Suite 811,Bishopville,California,69231,Order point cost kitchen region forget region address wife discussion vote during million.,Tomatoes,27-04-2025,26,Instable,"Surveyor, minerals with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-03-01, 2024-12-18 - 2025-04-27","Surveyor, minerals with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 26 units of Tomatoes on 2025-03-01."
Jon,Brown,Warner Inc,5314 Jones Burg,South Charles,Washington,30519,Little sell decision organization I very foreign against knowledge nice thousand administration piece.,Cheese,16-03-2025,9,Only Once,Insurance risk surveyor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-12-25, 2024-08-14 - 2025-03-16",Insurance risk surveyor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 9 units of Cheese on 2024-12-25.
Shannon,Turner,Navarro PLC,9580 Cole Terrace,Jamesview,Massachusetts,51558,Standard find open job nearly reveal sense sing.,Lettuce,28-09-2024,18,Only Once,Visual merchandiser with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-17, 2024-05-21 - 2024-09-28",Visual merchandiser with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 18 units of Lettuce on 2024-07-17.
Brittany,Myers,Moody Inc,352 Anderson Route Apt. 539,Andrewview,Oklahoma,60199,Customer ready key nothing trial environmental hope to.,Carrots,20-03-2025,62,Instable,"Psychologist, sport and exercise with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-12-20, 2024-08-29 - 2025-03-20","Psychologist, sport and exercise with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 62 units of Carrots on 2024-12-20."
Robert,Johnson,Gomez-Smith,621 Watson Harbor Suite 035,Palmerstad,South Carolina,13290,Another image woman kind wait difficult answer protect throw idea kitchen.,Berries,23-02-2025,53,Frequent,"Engineer, maintenance with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-02-06, 2024-10-01 - 2025-02-23","Engineer, maintenance with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 53 units of Berries on 2025-02-06."
Nicole,Lane,"Burgess, Flores and Lindsey",0457 Harris Shoal Suite 108,Andradeport,Maryland,8221,Whose safe they risk down admit discuss meet seat late life finally job.,Cucumbers,23-04-2025,39,Instable,Sports coach with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-04-10, 2025-01-17 - 2025-04-23",Sports coach with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 39 units of Cucumbers on 2025-04-10.
Sara,Myers,"Rowe, Jensen and Martin",5807 Smith Burgs Suite 870,Baileystad,Mississippi,17437,Create officer left dark one large budget.,Apples,31-05-2024,13,Frequent,Gaffer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-18, 2024-02-24 - 2024-05-31",Gaffer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 13 units of Apples on 2024-05-18.
Jonathan,Morrison,Camacho-Brown,677 Angela Roads Suite 907,Ramirezborough,Connecticut,17767,Our how buy down we strong.,Milk,08-10-2024,23,Frequent,English as a foreign language teacher with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-09-14, 2024-05-17 - 2024-10-08",English as a foreign language teacher with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 23 units of Milk on 2024-09-14.
Debra,Clark,Brewer-Davis,59619 Rice Terrace Suite 877,New Richardfort,Minnesota,16498,Full child tend simple citizen office buy wife born.,Tomatoes,17-03-2025,55,Frequent,"Designer, graphic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-12-31, 2024-07-24 - 2025-03-17","Designer, graphic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 55 units of Tomatoes on 2024-12-31."
Christina,Jones,Ritter Inc,0304 Deborah Turnpike Suite 113,North Dennishaven,Montana,52827,Budget hundred almost ability send suffer education everybody lay respond.,Spinach,11-07-2024,7,Rare,Primary school teacher with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-04-22, 2023-11-10 - 2024-07-11",Primary school teacher with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 7 units of Spinach on 2024-04-22.
Mark,Lee,Scott-Osborne,261 Toni Fords,New Richardstad,Indiana,66889,Reach throughout west state understand compare number.,Spinach,19-01-2025,71,Instable,Camera operator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-09, 2024-07-25 - 2025-01-19",Camera operator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 71 units of Spinach on 2024-11-09.
Melissa,Stevenson,Coleman-Sanchez,2439 Griffin Throughway,Donnaberg,Idaho,10934,Condition major Mrs especially one go.,Milk,24-02-2025,29,Rare,Bonds trader with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-12-30, 2024-10-14 - 2025-02-24",Bonds trader with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 29 units of Milk on 2024-12-30.
Laura,Martinez,Murphy LLC,420 Patrick Terrace,Lake Shawntown,Ohio,77484,Surface citizen can matter over hour practice they brother stock card.,Yogurt,06-10-2024,41,Only Once,Music therapist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-05, 2024-04-16 - 2024-10-06",Music therapist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 41 units of Yogurt on 2024-08-05.
Martin,Pittman,Brown Ltd,67571 Amanda Falls,Bernardfurt,New York,79653,Score last where seek model article myself process not born yet.,Carrots,11-02-2025,19,Frequent,Claims inspector/assessor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-11-21, 2024-09-10 - 2025-02-11",Claims inspector/assessor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 19 units of Carrots on 2024-11-21.
Kristen,Collins,Fitzgerald-Santos,317 Rachel Lock Suite 939,Byrdview,Tennessee,28251,Hospital at human option listen care poor really key case.,Lettuce,14-01-2025,49,Only Once,Art therapist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-18, 2024-07-22 - 2025-01-14",Art therapist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 49 units of Lettuce on 2024-10-18.
James,Barker,Williams Ltd,9934 White Lodge Apt. 813,Craigfort,Virginia,60214,Build check than contain author participant air look model cost while ask.,Milk,17-04-2025,90,Instable,Geographical information systems officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-20, 2025-01-03 - 2025-04-17",Geographical information systems officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 90 units of Milk on 2025-03-20.
Kevin,Johnson,Brown Ltd,628 Adams Hills,Christineton,Alaska,79134,Whose east information drug ball manager scientist receive term.,Cheese,28-08-2024,61,Only Once,"Chemist, analytical with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-06-26, 2024-04-14 - 2024-08-28","Chemist, analytical with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 61 units of Cheese on 2024-06-26."
Leslie,Gordon,"White, Jackson and Grant",51438 Curtis Fort Apt. 000,Staceyport,Arkansas,45408,Various sure tax clear already pay itself customer along.,Carrots,25-07-2024,39,Only Once,Technical author with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-03, 2024-01-20 - 2024-07-25",Technical author with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 39 units of Carrots on 2024-05-03.
Victoria,Brock,Yates-Garcia,96372 Jessica Mission,Peterschester,Montana,78012,Garden professor account deal group order discuss peace.,Spinach,13-03-2025,51,Frequent,"Conservator, furniture with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-03-05, 2025-01-13 - 2025-03-13","Conservator, furniture with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 51 units of Spinach on 2025-03-05."
Gary,Williams,Young-Huber,3502 Brett Spring,Arielmouth,Illinois,3661,Staff worker huge society entire bad through raise energy occur teacher relationship.,Spinach,02-11-2024,59,Rare,Statistician with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-09-29, 2024-05-26 - 2024-11-02",Statistician with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 59 units of Spinach on 2024-09-29.
John,Rodriguez,"Ayala, Brown and Davis",3084 Bishop Court,Lake Kathrynhaven,Arkansas,27345,Mean too shake exist use real bank mean beat recently.,Carrots,19-02-2025,75,Instable,"Surveyor, hydrographic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-01-27, 2024-09-06 - 2025-02-19","Surveyor, hydrographic with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 75 units of Carrots on 2025-01-27."
Thomas,Lucas,Diaz-Herrera,813 Johnson Station,Moorefort,Tennessee,54212,He why themselves fund radio region cause adult structure eat another always both.,Yogurt,23-12-2024,88,Frequent,"Teacher, primary school with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-10-24, 2024-09-16 - 2024-12-23","Teacher, primary school with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 88 units of Yogurt on 2024-10-24."
Susan,Taylor,Flores-Duran,12441 Austin Brooks Suite 873,New Bryan,Vermont,64052,Guy age sell book follow bed dog manage perform approach produce campaign.,Carrots,13-06-2024,60,Rare,Quantity surveyor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-30, 2024-04-10 - 2024-06-13",Quantity surveyor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 60 units of Carrots on 2024-05-30.
Miranda,Knight,"Jacobs, Hayes and Salazar",6541 Jonathan Hills Suite 649,East Adrian,Hawaii,71320,Morning step campaign west participant task require coach almost art without position market.,Cucumbers,25-11-2024,57,Rare,Tax inspector with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-29, 2024-09-05 - 2024-11-25",Tax inspector with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 57 units of Cucumbers on 2024-10-29.
David,Martin,Noble-Watson,50036 Victor Divide Suite 096,Sandytown,New Mexico,64216,Form already night somebody free compare modern discuss.,Lettuce,15-09-2024,8,Instable,Systems developer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-09-11, 2024-08-12 - 2024-09-15",Systems developer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 8 units of Lettuce on 2024-09-11.
Colleen,Sanchez,Shields LLC,37061 Owens Mountain,New Davidmouth,North Carolina,37348,Thousand past car somebody store threat four discuss.,Lettuce,27-02-2025,56,Rare,Print production planner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-02-20, 2024-09-07 - 2025-02-27",Print production planner with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 56 units of Lettuce on 2025-02-20.
Dean,Hernandez,Nixon-Wong,44141 Barrett Parkway,New Matthew,North Dakota,70824,Grow should series air people series sort usually stand fish buy.,Apples,03-08-2024,5,Frequent,Horticultural therapist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-21, 2024-03-22 - 2024-08-03",Horticultural therapist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 5 units of Apples on 2024-07-21.
Kristina,Bryan,Lane and Sons,20829 Samuel Light Apt. 253,South Erinland,New Jersey,845,Sing gun pick or price style view some attention no month also.,Cheese,25-03-2025,44,Rare,Local government officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-03-22, 2024-11-21 - 2025-03-25",Local government officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 44 units of Cheese on 2025-03-22.
Jose,White,"Smith, Mitchell and Wilcox",2035 Rivera Highway,Hahnborough,Illinois,61198,Accept conference approach culture player six care notice among training certain east.,Carrots,08-11-2024,48,Frequent,"Psychotherapist, dance movement with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-08-24, 2024-03-18 - 2024-11-08","Psychotherapist, dance movement with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 48 units of Carrots on 2024-08-24."
David,Johnson,Wagner-Baker,82418 Atkinson Mountains Suite 081,Daniellefurt,Alabama,19514,Federal organization however full analysis support condition dream wonder by.,Carrots,18-12-2024,68,Rare,Administrator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-10, 2024-05-17 - 2024-12-18",Administrator with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 68 units of Carrots on 2024-10-10.
Bradley,Marshall,Lloyd-Edwards,879 Lewis Club Apt. 896,Taylorchester,Tennessee,93983,Seat trouble yeah hundred middle member close others least science along beat.,Carrots,07-09-2024,90,Only Once,"Horticulturist, amenity with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-07-30, 2024-06-27 - 2024-09-07","Horticulturist, amenity with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 90 units of Carrots on 2024-07-30."
Linda,Gardner,Miller PLC,417 Church Hills,Markfort,Wyoming,22426,Spring court effort realize foreign cultural check.,Lettuce,20-05-2025,47,Instable,Lobbyist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-04-05, 2025-01-13 - 2025-05-20",Lobbyist with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 47 units of Lettuce on 2025-04-05.
Joel,Fleming,Anthony-Jones,5712 Campbell Passage Apt. 070,Wrightstad,Kentucky,58163,Seat exist result lead picture behind.,Milk,09-09-2024,71,Frequent,Oceanographer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-08-08, 2024-03-10 - 2024-09-09",Oceanographer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 71 units of Milk on 2024-08-08.
Elizabeth,Byrd,King-Carpenter,21309 Alyssa Fork Suite 675,West Johnview,South Carolina,21317,Kid bank set stay apply strategy stock forget pretty must in similar check.,Apples,13-01-2025,39,Rare,"Producer, radio with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2025-01-11, 2024-12-03 - 2025-01-13","Producer, radio with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 39 units of Apples on 2025-01-11."
Danielle,Brown,Lawrence-Manning,38948 Andre Motorway Suite 052,Tracystad,Texas,27152,Nation protect environmental lose prove series memory just everyone recently.,Tomatoes,14-07-2024,59,Rare,Emergency planning/management officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-05-10, 2024-01-18 - 2024-07-14",Emergency planning/management officer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 59 units of Tomatoes on 2024-05-10.
Dorothy,Hayes,Haynes-Henderson,26322 Joshua Station Apt. 236,Butlerport,North Carolina,28819,Benefit although ten food benefit high audience get believe affect serious growth entire.,Tomatoes,09-09-2024,39,Frequent,Charity fundraiser with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-07-17, 2024-04-22 - 2024-09-09",Charity fundraiser with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 39 units of Tomatoes on 2024-07-17.
David,Martinez,"Flores, Hurst and Chapman",44444 Hatfield Roads Suite 885,Richardshire,Hawaii,37767,Ready case contain already TV trouble fight which unit bar continue movie across.,Yogurt,12-08-2024,25,Only Once,"Engineer, maintenance (IT) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.","2024-05-22, 2023-12-13 - 2024-08-12","Engineer, maintenance (IT) with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 25 units of Yogurt on 2024-05-22."
Craig,Roberson,Bell-Short,01177 Brian Street Apt. 699,East Timothy,Alabama,34640,Under company lot population side our.,Carrots,17-01-2025,5,Frequent,Higher education careers adviser with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-12-17, 2024-09-30 - 2025-01-17",Higher education careers adviser with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 5 units of Carrots on 2024-12-17.
Michelle,Johnson,"Paul, Thompson and Williamson",4821 Blankenship Points Suite 086,South Rodney,Pennsylvania,11044,Simple price free determine cause crime well machine speech.,Yogurt,31-03-2025,53,Rare,Film/video editor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2025-01-17, 2024-11-01 - 2025-03-31",Film/video editor with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 53 units of Yogurt on 2025-01-17.
Austin,Boyer,Oconnell-Moore,555 Larsen Villages,Williamsfort,Minnesota,36859,Walk again generation drive see career chair space rather.,Cheese,17-12-2024,65,Frequent,Manufacturing engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-10-06, 2024-07-11 - 2024-12-17",Manufacturing engineer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 65 units of Cheese on 2024-10-06.
Donna,Walsh,Jones-Gutierrez,637 Moore Shoals Apt. 494,New Rhondahaven,South Dakota,27676,Woman none consumer offer than worker responsibility above phone data successful head safe bar.,Apples,18-09-2024,20,Instable,Science writer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce.,"2024-06-25, 2024-01-24 - 2024-09-18",Science writer with interest in sustainable agriculture. Active on LinkedIn. Often shares content related to organic produce. Purchased: 20 units of Apples on 2024-06-25.
