First Name,Last Name,Business Name,Street Address,City,State,Zip Code,Scraped Info,Purchase Item,Purchase Date,Purchase Quantity,Client Type,Customer Profile,"Date, First Purchase - Last Purchase",Customer Summary,Model of Communication,Frequency,Outcome
Kevin,Santos,Duncan Inc,17717 Austin Burg,Jasonhaven,Michigan,91130,With particular boy teacher at heart give argue.,Margherita,2025-01-17,3,1 times,"Health and safety inspector, pizza enthusiast","2024-11-28, 2023-08-08 - 2025-01-17","Health and safety inspector, pizza enthusiast. Contacted via Online Chat 1 times. Outcome: Requested Offer. Ordered 3x Margherita on 2024-11-28.",Online Chat,1,Requested Offer
Derek,Sims,"Hernandez, Cunningham and Anderson",4616 Melissa Station,East Kariberg,Wyoming,00988,Physical last only too beyond rise.,Cheese Burst,2025-04-13,1,6 times,"Retail buyer, pizza enthusiast","2025-01-14, 2023-06-09 - 2025-04-13","Retail buyer, pizza enthusiast. Contacted via Online Chat 6 times. Outcome: No Reply. Ordered 1x Cheese Burst on 2025-01-14.",Online Chat,6,No Reply
Carolyn,Carter,Perez Inc,6233 Anthony Streets,Christinahaven,Maryland,84162,Water suddenly him would human bag action I later possible consider out.,Cheese Burst,2024-11-24,3,9 times,"Newspaper journalist, pizza enthusiast","2024-10-02, 2023-10-15 - 2024-11-24","Newspaper journalist, pizza enthusiast. Contacted via Email 9 times. Outcome: Requested Offer. Ordered 3x Cheese Burst on 2024-10-02.",Email,9,Requested Offer
Megan,Marshall,Nelson Ltd,938 Matthew Place Suite 009,West Bobby,Maryland,84512,Ok popular land executive heavy body certainly among matter plan nice.,BBQ Chicken,2025-03-14,1,6 times,"Tax adviser, pizza enthusiast","2024-12-29, 2023-07-23 - 2025-03-14","Tax adviser, pizza enthusiast. Contacted via Online Chat 6 times. Outcome: Ordered Again. Ordered 1x BBQ Chicken on 2024-12-29.",Online Chat,6,Ordered Again
Eric,Dominguez,Villegas-King,15607 Bentley Crossroad Suite 968,Santosport,Alaska,78997,Yes environment some close investment newspaper from standard table.,Cheese Burst,2025-04-19,4,10 times,"Marketing executive, pizza enthusiast","2025-04-03, 2023-10-06 - 2025-04-19","Marketing executive, pizza enthusiast. Contacted via Call 10 times. Outcome: No Reply. Ordered 4x Cheese Burst on 2025-04-03.",Call,10,No Reply
Dennis,Phillips,Moore-Madden,4335 Lauren Drive Apt. 541,Port Lindsayburgh,Massachusetts,82336,Risk author bill mission foot young others agree two rule administration window.,BBQ Chicken,2025-01-05,4,10 times,"Geochemist, pizza enthusiast","2024-10-16, 2023-05-17 - 2025-01-05","Geochemist, pizza enthusiast. Contacted via SMS 10 times. Outcome: Ordered Again. Ordered 4x BBQ Chicken on 2024-10-16.",SMS,10,Ordered Again
Jimmy,Becker,Sanford Inc,6810 Wilson Mountain,Paceburgh,Wyoming,78160,Four knowledge direction show price brother degree southern actually step bit down strategy.,Meat Lovers,2024-08-19,3,8 times,"Clinical research associate, pizza enthusiast","2024-07-10, 2023-06-13 - 2024-08-19","Clinical research associate, pizza enthusiast. Contacted via In-Person 8 times. Outcome: Scheduled Pickup. Ordered 3x Meat Lovers on 2024-07-10.",In-Person,8,Scheduled Pickup
Lori,Calhoun,Brown PLC,746 Jennifer Crest Suite 081,Larryport,Maryland,00577,There so rate its language wife join or road.,BBQ Chicken,2025-03-27,5,5 times,"Housing manager/officer, pizza enthusiast","2025-03-08, 2023-08-03 - 2025-03-27","Housing manager/officer, pizza enthusiast. Contacted via Online Chat 5 times. Outcome: Scheduled Pickup. Ordered 5x BBQ Chicken on 2025-03-08.",Online Chat,5,Scheduled Pickup
Yesenia,Webb,Perez-Kelly,8711 Hart Harbor,Lake Josephchester,Texas,04256,Become figure list church board wide career point number reflect.,Pepperoni,2025-02-25,4,2 times,"Marine scientist, pizza enthusiast","2025-02-24, 2024-12-18 - 2025-02-25","Marine scientist, pizza enthusiast. Contacted via In-Person 2 times. Outcome: Ordered Again. Ordered 4x Pepperoni on 2025-02-24.",In-Person,2,Ordered Again
Alejandro,Dean,Cruz-Higgins,709 Martin Estate,Everettborough,Louisiana,26945,Coach wait million make attack century blood industry yet put our board likely.,Cheese Burst,2024-11-30,2,6 times,"Engineer, maintenance, pizza enthusiast","2024-09-09, 2024-04-22 - 2024-11-30","Engineer, maintenance, pizza enthusiast. Contacted via SMS 6 times. Outcome: No Reply. Ordered 2x Cheese Burst on 2024-09-09.",SMS,6,No Reply
Blake,Goodwin,"Spencer, Gomez and Cannon",4274 Scott Viaduct Suite 290,Amandaland,Massachusetts,95745,Land television establish figure fill million man attack a star during.,Veggie Delight,2025-04-01,1,5 times,"Sports administrator, pizza enthusiast","2024-04-23, 2023-07-13 - 2025-04-01","Sports administrator, pizza enthusiast. Contacted via Email 5 times. Outcome: Pending Response. Ordered 1x Veggie Delight on 2024-04-23.",Email,5,Pending Response
Nicholas,Harmon,"Adams, Powell and Boyd",53973 Williams Bypass Apt. 215,Annmouth,New Hampshire,57785,Young call test audience still card rather south make present oil my.,Pepperoni,2025-03-14,3,7 times,"Conservation officer, nature, pizza enthusiast","2025-02-12, 2024-09-03 - 2025-03-14","Conservation officer, nature, pizza enthusiast. Contacted via Call 7 times. Outcome: Scheduled Pickup. Ordered 3x Pepperoni on 2025-02-12.",Call,7,Scheduled Pickup
Dawn,Kent,Hernandez-Hardy,750 Erika Court,North James,Rhode Island,10051,Movie apply direction hold record charge every population give good write beyond morning dark.,Cheese Burst,2024-10-27,5,8 times,"Minerals surveyor, pizza enthusiast","2024-10-26, 2024-01-18 - 2024-10-27","Minerals surveyor, pizza enthusiast. Contacted via Online Chat 8 times. Outcome: Ordered Again. Ordered 5x Cheese Burst on 2024-10-26.",Online Chat,8,Ordered Again
Hayden,Ramirez,"Smith, Calderon and Hughes",17975 Kim Squares Suite 036,Jeanfort,Florida,93279,Sign window red total have data edge hope history talk.,Pepperoni,2025-04-15,3,5 times,"Occupational therapist, pizza enthusiast","2025-04-08, 2023-06-04 - 2025-04-15","Occupational therapist, pizza enthusiast. Contacted via Online Chat 5 times. Outcome: Ordered Again. Ordered 3x Pepperoni on 2025-04-08.",Online Chat,5,Ordered Again
David,Lucas,"Morrow, Waters and Jackson",5238 Brooks Point,Fitzgeraldtown,Wisconsin,66662,Sometimes speech point consumer bag moment recognize.,Margherita,2024-11-26,4,5 times,"Investment banker, operational, pizza enthusiast","2024-05-21, 2024-03-27 - 2024-11-26","Investment banker, operational, pizza enthusiast. Contacted via Call 5 times. Outcome: No Reply. Ordered 4x Margherita on 2024-05-21.",Call,5,No Reply
Scott,Moore,"Oconnell, Lopez and Smith",067 Pamela Skyway,South Daniel,Indiana,99795,Once brother much single off recent hour else piece in bank family.,Cheese Burst,2025-01-15,4,10 times,"Programmer, multimedia, pizza enthusiast","2024-09-28, 2024-08-23 - 2025-01-15","Programmer, multimedia, pizza enthusiast. Contacted via SMS 10 times. Outcome: Pending Response. Ordered 4x Cheese Burst on 2024-09-28.",SMS,10,Pending Response
Jason,Bird,Hughes-Savage,62248 John Roads Suite 899,Johnsonhaven,Michigan,64281,Close training address wonder next early say board service data them sometimes road region.,Hawaiian,2025-03-31,2,9 times,"IT sales professional, pizza enthusiast","2025-03-02, 2024-06-05 - 2025-03-31","IT sales professional, pizza enthusiast. Contacted via SMS 9 times. Outcome: Pending Response. Ordered 2x Hawaiian on 2025-03-02.",SMS,9,Pending Response
Maria,Moore,Brown LLC,2137 Whitney Courts,Thomaschester,New Mexico,62902,Various couple mind stay great perhaps top star much weight player man.,Cheese Burst,2025-03-26,2,7 times,"Designer, interior/spatial, pizza enthusiast","2024-06-13, 2023-12-08 - 2025-03-26","Designer, interior/spatial, pizza enthusiast. Contacted via Online Chat 7 times. Outcome: Ordered Again. Ordered 2x Cheese Burst on 2024-06-13.",Online Chat,7,Ordered Again
Monica,Hall,Rogers Inc,1669 Love Neck Suite 112,South David,Kansas,56923,A fall wide production structure edge with meet.,Cheese Burst,2025-03-14,5,9 times,"Commercial art gallery manager, pizza enthusiast","2024-08-08, 2023-09-17 - 2025-03-14","Commercial art gallery manager, pizza enthusiast. Contacted via Email 9 times. Outcome: Ordered Again. Ordered 5x Cheese Burst on 2024-08-08.",Email,9,Ordered Again
Morgan,Hanson,"Kim, Dunlap and Scott",0760 Colin Wells,Annmouth,Hawaii,65681,Work vote PM green Republican region increase both lawyer during away reduce.,Pepperoni,2024-06-12,5,3 times,"Production engineer, pizza enthusiast","2024-04-28, 2023-08-24 - 2024-06-12","Production engineer, pizza enthusiast. Contacted via Call 3 times. Outcome: Ordered Again. Ordered 5x Pepperoni on 2024-04-28.",Call,3,Ordered Again
Michael,Black,"Mitchell, Foster and Jennings",7033 Jill Skyway Apt. 767,West Jillian,Oklahoma,03954,Late key once share my feeling break room hospital Mrs stock these more.,BBQ Chicken,2025-04-15,4,3 times,"Community pharmacist, pizza enthusiast","2025-04-02, 2023-11-16 - 2025-04-15","Community pharmacist, pizza enthusiast. Contacted via Email 3 times. Outcome: Scheduled Pickup. Ordered 4x BBQ Chicken on 2025-04-02.",Email,3,Scheduled Pickup
Ryan,Rodriguez,Green-Smith,75090 Campbell Street,West Sandrafort,Illinois,68927,Get effort arm newspaper will action bar seat.,Cheese Burst,2025-04-13,1,5 times,"Print production planner, pizza enthusiast","2024-11-03, 2024-07-20 - 2025-04-13","Print production planner, pizza enthusiast. Contacted via Call 5 times. Outcome: No Reply. Ordered 1x Cheese Burst on 2024-11-03.",Call,5,No Reply
Rachel,Lowe,Nelson-Harmon,0755 Andrea Plains,Port Josephchester,Michigan,92292,Recent sort staff win check him beyond time fire prepare response rule.,Hawaiian,2024-12-22,2,7 times,"Associate Professor, pizza enthusiast","2024-12-09, 2024-11-17 - 2024-12-22","Associate Professor, pizza enthusiast. Contacted via Call 7 times. Outcome: No Reply. Ordered 2x Hawaiian on 2024-12-09.",Call,7,No Reply
Sarah,Walker,"Vasquez, Martin and Richmond",1327 Mark Alley Suite 691,Benjaminton,Oklahoma,01993,Voice allow like skin participant test plan sound machine third.,Cheese Burst,2025-02-22,3,2 times,"Public relations account executive, pizza enthusiast","2024-11-10, 2024-01-11 - 2025-02-22","Public relations account executive, pizza enthusiast. Contacted via Online Chat 2 times. Outcome: Scheduled Pickup. Ordered 3x Cheese Burst on 2024-11-10.",Online Chat,2,Scheduled Pickup
Adrienne,Gonzalez,"Johnson, Mayer and Herrera",531 Anna Spring Apt. 319,Port Danny,Nevada,27256,Now school meeting everybody safe step unit chance base debate.,Meat Lovers,2024-10-18,4,6 times,"Research scientist (maths), pizza enthusiast","2024-09-24, 2024-09-09 - 2024-10-18","Research scientist (maths), pizza enthusiast. Contacted via In-Person 6 times. Outcome: No Reply. Ordered 4x Meat Lovers on 2024-09-24.",In-Person,6,No Reply
Brandon,Campbell,Graham-Orr,3750 Neal Skyway,Lefurt,New Mexico,51077,Best whole concern adult executive house as space subject safe point.,Veggie Delight,2025-04-23,4,3 times,"Community arts worker, pizza enthusiast","2024-06-18, 2024-04-09 - 2025-04-23","Community arts worker, pizza enthusiast. Contacted via Email 3 times. Outcome: Pending Response. Ordered 4x Veggie Delight on 2024-06-18.",Email,3,Pending Response
Eric,Bell,Phillips-Kaufman,032 Torres Rest Suite 402,New Joestad,Kentucky,86106,Ever lay really feel say choose law American his skin compare mind him exactly.,Meat Lovers,2025-04-20,5,9 times,"Camera operator, pizza enthusiast","2024-10-19, 2024-01-12 - 2025-04-20","Camera operator, pizza enthusiast. Contacted via Online Chat 9 times. Outcome: Pending Response. Ordered 5x Meat Lovers on 2024-10-19.",Online Chat,9,Pending Response
Michael,Hall,Smith-Summers,2328 Anthony Club,East David,Minnesota,08020,Play final positive administration far significant like candidate eight second ever.,BBQ Chicken,2025-03-04,2,2 times,"Claims inspector/assessor, pizza enthusiast","2025-02-20, 2023-08-10 - 2025-03-04","Claims inspector/assessor, pizza enthusiast. Contacted via Call 2 times. Outcome: Pending Response. Ordered 2x BBQ Chicken on 2025-02-20.",Call,2,Pending Response
Stacy,Blackwell,"Salazar, Little and Townsend",12547 Williams Union,Port Josefort,North Carolina,48527,Voice then baby alone rise street public down.,Meat Lovers,2025-03-22,4,5 times,"Plant breeder/geneticist, pizza enthusiast","2024-06-09, 2024-04-05 - 2025-03-22","Plant breeder/geneticist, pizza enthusiast. Contacted via Email 5 times. Outcome: Scheduled Pickup. Ordered 4x Meat Lovers on 2024-06-09.",Email,5,Scheduled Pickup
Kenneth,Delgado,Rivera-Lewis,487 James Rapids Suite 735,North Nicolemouth,Michigan,72811,Number model car still employee reveal total role late night might.,Meat Lovers,2025-04-06,1,8 times,"Pilot, airline, pizza enthusiast","2024-11-11, 2023-06-14 - 2025-04-06","Pilot, airline, pizza enthusiast. Contacted via Email 8 times. Outcome: Requested Offer. Ordered 1x Meat Lovers on 2024-11-11.",Email,8,Requested Offer
David,Evans,Rose Group,01643 Cook Mill Suite 652,East Michelleburgh,New Jersey,69321,Defense even serve argue rather say team bill the.,Pepperoni,2025-03-29,4,6 times,"Publishing copy, pizza enthusiast","2024-08-12, 2023-06-17 - 2025-03-29","Publishing copy, pizza enthusiast. Contacted via Call 6 times. Outcome: Requested Offer. Ordered 4x Pepperoni on 2024-08-12.",Call,6,Requested Offer
Robert,Mclean,Anderson Ltd,22790 Ford Hollow,Deannahaven,South Dakota,61773,North politics author beautiful music third tough while name himself inside.,Cheese Burst,2025-03-28,5,10 times,"Media planner, pizza enthusiast","2025-02-08, 2023-06-10 - 2025-03-28","Media planner, pizza enthusiast. Contacted via SMS 10 times. Outcome: Pending Response. Ordered 5x Cheese Burst on 2025-02-08.",SMS,10,Pending Response
Faith,Thomas,Glover-Schneider,018 Terri Crossroad Suite 444,Reyesside,Kansas,11346,Home author form represent for book police lawyer open season low.,Meat Lovers,2025-01-07,3,9 times,"Patent attorney, pizza enthusiast","2024-09-08, 2023-09-13 - 2025-01-07","Patent attorney, pizza enthusiast. Contacted via In-Person 9 times. Outcome: No Reply. Ordered 3x Meat Lovers on 2024-09-08.",In-Person,9,No Reply
Morgan,Avila,Wells Inc,8781 Mcpherson Throughway,Martinmouth,Indiana,37590,Safe three big how produce to agent should give natural place maybe.,Veggie Delight,2024-10-26,2,4 times,"Chartered management accountant, pizza enthusiast","2024-09-23, 2024-04-05 - 2024-10-26","Chartered management accountant, pizza enthusiast. Contacted via In-Person 4 times. Outcome: Ordered Again. Ordered 2x Veggie Delight on 2024-09-23.",In-Person,4,Ordered Again
Kimberly,Smith,"Lewis, Chung and Campbell",2865 Colleen Square,Caitlinton,North Dakota,08345,Too sing rate into type quite figure.,Veggie Delight,2025-04-22,5,6 times,"Research scientist (physical sciences), pizza enthusiast","2025-04-18, 2023-05-24 - 2025-04-22","Research scientist (physical sciences), pizza enthusiast. Contacted via SMS 6 times. Outcome: Requested Offer. Ordered 5x Veggie Delight on 2025-04-18.",SMS,6,Requested Offer
Garrett,Gonzalez,"Robinson, Jones and White",21611 Marcus Trail,East Diana,Indiana,15683,Owner whatever blood real to let face color help purpose onto identify.,BBQ Chicken,2025-03-14,3,5 times,"Embryologist, clinical, pizza enthusiast","2025-02-17, 2024-11-16 - 2025-03-14","Embryologist, clinical, pizza enthusiast. Contacted via Online Chat 5 times. Outcome: Ordered Again. Ordered 3x BBQ Chicken on 2025-02-17.",Online Chat,5,Ordered Again
Chad,Hall,Barton Inc,387 Booth Port Suite 159,Gilbertside,Maine,65768,Clear question do hard they soon time hard mention baby season foreign time.,Hawaiian,2025-02-22,5,2 times,"Loss adjuster, chartered, pizza enthusiast","2024-10-25, 2024-02-23 - 2025-02-22","Loss adjuster, chartered, pizza enthusiast. Contacted via Call 2 times. Outcome: No Reply. Ordered 5x Hawaiian on 2024-10-25.",Call,2,No Reply
Brendan,Barnes,Martinez Ltd,612 Isabella Wells,North Angela,California,63384,Take bill thousand no according affect appear article through state cost act.,Hawaiian,2025-03-10,4,10 times,"Psychologist, clinical, pizza enthusiast","2024-05-16, 2024-04-03 - 2025-03-10","Psychologist, clinical, pizza enthusiast. Contacted via In-Person 10 times. Outcome: Pending Response. Ordered 4x Hawaiian on 2024-05-16.",In-Person,10,Pending Response
Kelsey,Jefferson,"Holmes, Jensen and Romero",69135 Kenneth Trail,Jacquelinemouth,Oklahoma,72258,Soldier least statement question media response.,Veggie Delight,2025-03-11,1,5 times,"Engineer, technical sales, pizza enthusiast","2024-07-08, 2024-03-26 - 2025-03-11","Engineer, technical sales, pizza enthusiast. Contacted via SMS 5 times. Outcome: Pending Response. Ordered 1x Veggie Delight on 2024-07-08.",SMS,5,Pending Response
Yolanda,Jones,"Page, Clark and Richardson",43601 Allen Track,Brianborough,Colorado,02224,Each price throughout measure staff also case western catch talk.,Veggie Delight,2025-03-30,5,1 times,"Field seismologist, pizza enthusiast","2025-02-19, 2024-08-06 - 2025-03-30","Field seismologist, pizza enthusiast. Contacted via Email 1 times. Outcome: Scheduled Pickup. Ordered 5x Veggie Delight on 2025-02-19.",Email,1,Scheduled Pickup
Linda,Smith,Garcia-Kim,3744 Robinson Freeway Suite 244,Nguyenview,New York,51984,Machine discussion management democratic onto crime better reach black class.,Meat Lovers,2024-11-06,5,7 times,"Scientist, research (life sciences), pizza enthusiast","2024-06-21, 2024-05-20 - 2024-11-06","Scientist, research (life sciences), pizza enthusiast. Contacted via Online Chat 7 times. Outcome: No Reply. Ordered 5x Meat Lovers on 2024-06-21.",Online Chat,7,No Reply
Robert,Cannon,"Randolph, Elliott and Parsons",59781 Anthony Tunnel,East Melissa,Vermont,04015,Security customer show race executive type perhaps.,Hawaiian,2025-03-08,1,4 times,"Fine artist, pizza enthusiast","2025-01-15, 2024-01-10 - 2025-03-08","Fine artist, pizza enthusiast. Contacted via Online Chat 4 times. Outcome: Requested Offer. Ordered 1x Hawaiian on 2025-01-15.",Online Chat,4,Requested Offer
Christopher,Garcia,"Melendez, Evans and Nguyen",8027 Foster Camp,North Bethanyport,Nebraska,96249,Ahead east far push we yourself very early.,Hawaiian,2025-04-14,1,3 times,"Television production assistant, pizza enthusiast","2025-03-20, 2024-05-26 - 2025-04-14","Television production assistant, pizza enthusiast. Contacted via In-Person 3 times. Outcome: Pending Response. Ordered 1x Hawaiian on 2025-03-20.",In-Person,3,Pending Response
Natalie,Lopez,"Taylor, Rodgers and Nelson",9380 Weber Walk,North Pennyville,Idaho,40972,Week so last various draw realize make financial quickly.,Cheese Burst,2025-02-24,5,1 times,"Lecturer, further education, pizza enthusiast","2024-07-22, 2023-07-17 - 2025-02-24","Lecturer, further education, pizza enthusiast. Contacted via SMS 1 times. Outcome: Scheduled Pickup. Ordered 5x Cheese Burst on 2024-07-22.",SMS,1,Scheduled Pickup
Kayla,Smith,Martinez-Thomas,68581 Blankenship Heights,Williamschester,Virginia,10974,Establish attack wife people argue door.,Margherita,2025-04-10,4,4 times,"Landscape architect, pizza enthusiast","2025-04-09, 2024-05-26 - 2025-04-10","Landscape architect, pizza enthusiast. Contacted via In-Person 4 times. Outcome: Requested Offer. Ordered 4x Margherita on 2025-04-09.",In-Person,4,Requested Offer
Teresa,Malone,Moreno-Hill,2091 Lisa Route,New Todd,Florida,42243,Race skin land quite expert to.,BBQ Chicken,2024-09-18,4,1 times,"Water engineer, pizza enthusiast","2024-05-19, 2023-06-20 - 2024-09-18","Water engineer, pizza enthusiast. Contacted via SMS 1 times. Outcome: No Reply. Ordered 4x BBQ Chicken on 2024-05-19.",SMS,1,No Reply
John,Molina,Kidd Ltd,1161 Rojas Drive,New Tonyside,Maine,63804,Lay fast into young behind feeling former.,BBQ Chicken,2025-03-13,1,10 times,"Scientist, research (maths), pizza enthusiast","2024-12-20, 2023-06-21 - 2025-03-13","Scientist, research (maths), pizza enthusiast. Contacted via Call 10 times. Outcome: No Reply. Ordered 1x BBQ Chicken on 2024-12-20.",Call,10,No Reply
Ashley,Dyer,"Saunders, Miller and Jones",74843 Walker Valleys Apt. 469,Anthonyshire,Vermont,24604,Can benefit say audience they catch none she name after which according.,Veggie Delight,2025-02-20,4,3 times,"Colour technologist, pizza enthusiast","2024-12-29, 2023-06-13 - 2025-02-20","Colour technologist, pizza enthusiast. Contacted via SMS 3 times. Outcome: Scheduled Pickup. Ordered 4x Veggie Delight on 2024-12-29.",SMS,3,Scheduled Pickup
Joy,Smith,Hall-Berg,37114 Maldonado Motorway,New Mary,Missouri,11867,Music entire wall kid conference talk level us.,Cheese Burst,2025-04-03,3,2 times,"Hydrogeologist, pizza enthusiast","2025-03-12, 2024-10-30 - 2025-04-03","Hydrogeologist, pizza enthusiast. Contacted via SMS 2 times. Outcome: Scheduled Pickup. Ordered 3x Cheese Burst on 2025-03-12.",SMS,2,Scheduled Pickup
Robert,Harris,"Phillips, Perkins and Reed",028 Nelson Throughway Suite 580,Port Selenachester,Oklahoma,28162,Provide employee think race knowledge return window mission but toward pass station dream.,Margherita,2024-09-09,4,4 times,"Recruitment consultant, pizza enthusiast","2024-07-08, 2024-01-19 - 2024-09-09","Recruitment consultant, pizza enthusiast. Contacted via Online Chat 4 times. Outcome: Ordered Again. Ordered 4x Margherita on 2024-07-08.",Online Chat,4,Ordered Again
Wayne,Guerra,"Guerrero, Hernandez and Pennington",93454 Bailey Alley Apt. 940,Velezshire,North Dakota,36353,Degree physical writer key assume hundred who start join surface challenge scientist.,Cheese Burst,2025-02-08,1,5 times,"Conservation officer, nature, pizza enthusiast","2024-12-24, 2023-07-14 - 2025-02-08","Conservation officer, nature, pizza enthusiast. Contacted via SMS 5 times. Outcome: No Reply. Ordered 1x Cheese Burst on 2024-12-24.",SMS,5,No Reply
Robert,Stark,Rivera-Lester,44218 Flowers Garden Suite 519,Morrisonmouth,New Jersey,86671,Whatever hospital American choose mouth watch.,Margherita,2025-04-16,1,8 times,"Therapist, horticultural, pizza enthusiast","2024-12-20, 2024-11-13 - 2025-04-16","Therapist, horticultural, pizza enthusiast. Contacted via Call 8 times. Outcome: No Reply. Ordered 1x Margherita on 2024-12-20.",Call,8,No Reply
Paul,Jennings,Wood Ltd,5753 Tammy Loaf Suite 617,Jenniferchester,Pennsylvania,48251,Behavior staff sound investment soon middle popular despite.,Hawaiian,2024-06-10,2,3 times,"Civil Service fast streamer, pizza enthusiast","2024-05-22, 2023-11-29 - 2024-06-10","Civil Service fast streamer, pizza enthusiast. Contacted via In-Person 3 times. Outcome: Pending Response. Ordered 2x Hawaiian on 2024-05-22.",In-Person,3,Pending Response
Tina,Huber,King Group,283 Thompson Road,New Dylanhaven,Pennsylvania,01058,Story population now if consider must throw standard player toward voice truth article.,Veggie Delight,2025-04-04,3,1 times,"Musician, pizza enthusiast","2024-11-12, 2024-07-21 - 2025-04-04","Musician, pizza enthusiast. Contacted via SMS 1 times. Outcome: Requested Offer. Ordered 3x Veggie Delight on 2024-11-12.",SMS,1,Requested Offer
Jimmy,Medina,Nguyen LLC,388 Jacob Trail Apt. 068,Port Priscilla,Iowa,71929,Pressure page clear above down send career well plant force hard.,Meat Lovers,2024-11-23,4,7 times,"Senior tax professional/tax inspector, pizza enthusiast","2024-08-05, 2023-05-08 - 2024-11-23","Senior tax professional/tax inspector, pizza enthusiast. Contacted via Call 7 times. Outcome: Pending Response. Ordered 4x Meat Lovers on 2024-08-05.",Call,7,Pending Response
James,Thompson,Hunt-May,3584 Jennifer Junction Suite 652,West Henryside,Louisiana,78555,Seat evening who rest continue western person stay allow.,Meat Lovers,2025-01-01,2,9 times,"Restaurant manager, pizza enthusiast","2024-12-12, 2023-07-12 - 2025-01-01","Restaurant manager, pizza enthusiast. Contacted via Call 9 times. Outcome: No Reply. Ordered 2x Meat Lovers on 2024-12-12.",Call,9,No Reply
Jerry,Holloway,"Velez, Foster and Robinson",909 Lance Lodge,Parksfort,Ohio,97991,Firm building long this perhaps leader very expert tonight structure treatment.,Cheese Burst,2025-03-09,5,8 times,"Probation officer, pizza enthusiast","2024-10-02, 2024-06-06 - 2025-03-09","Probation officer, pizza enthusiast. Contacted via Online Chat 8 times. Outcome: Scheduled Pickup. Ordered 5x Cheese Burst on 2024-10-02.",Online Chat,8,Scheduled Pickup
David,Welch,"Henry, Peck and Thompson",3099 Chen Springs,Codyborough,Virginia,83514,Challenge life them put almost television page left show look condition.,Meat Lovers,2025-03-11,3,1 times,"Web designer, pizza enthusiast","2025-01-08, 2024-07-27 - 2025-03-11","Web designer, pizza enthusiast. Contacted via Online Chat 1 times. Outcome: Ordered Again. Ordered 3x Meat Lovers on 2025-01-08.",Online Chat,1,Ordered Again
Kathryn,Lee,"Jones, Chavez and Harding",778 Alexander Tunnel,West Nancyton,Wisconsin,66384,Suggest kind activity yard strategy in as.,BBQ Chicken,2024-12-20,3,7 times,"Patent attorney, pizza enthusiast","2024-09-04, 2024-05-12 - 2024-12-20","Patent attorney, pizza enthusiast. Contacted via SMS 7 times. Outcome: Pending Response. Ordered 3x BBQ Chicken on 2024-09-04.",SMS,7,Pending Response
Alexis,Cochran,"Daniels, Robertson and Turner",607 Joanne Fort Apt. 240,Jacksonborough,South Carolina,62337,Word help note whole itself write deal set item court receive success.,Pepperoni,2024-09-16,3,8 times,"Designer, furniture, pizza enthusiast","2024-09-14, 2023-09-13 - 2024-09-16","Designer, furniture, pizza enthusiast. Contacted via In-Person 8 times. Outcome: Pending Response. Ordered 3x Pepperoni on 2024-09-14.",In-Person,8,Pending Response
Cheryl,Taylor,"Smith, Jones and Myers",483 Andrew Lights Apt. 029,New Franklinberg,North Dakota,52583,Per old organization book charge draw cell pass bring become everyone.,Cheese Burst,2025-02-08,1,4 times,"Engineer, mining, pizza enthusiast","2024-10-11, 2024-01-22 - 2025-02-08","Engineer, mining, pizza enthusiast. Contacted via Online Chat 4 times. Outcome: Scheduled Pickup. Ordered 1x Cheese Burst on 2024-10-11.",Online Chat,4,Scheduled Pickup
Steven,Padilla,"Watkins, Jefferson and Christensen",8003 Lewis Camp Suite 639,Johnfort,Hawaii,01170,Group certainly final keep reality very worry probably figure amount.,BBQ Chicken,2025-04-17,1,4 times,"Administrator, local government, pizza enthusiast","2024-10-08, 2024-04-02 - 2025-04-17","Administrator, local government, pizza enthusiast. Contacted via SMS 4 times. Outcome: No Reply. Ordered 1x BBQ Chicken on 2024-10-08.",SMS,4,No Reply
Eric,Nelson,Young PLC,3305 Travis Dale Suite 117,New Matthewton,Massachusetts,26568,Assume we anyone whole deal hear sometimes none reduce wall.,Cheese Burst,2025-02-03,3,5 times,"Banker, pizza enthusiast","2024-10-22, 2023-10-20 - 2025-02-03","Banker, pizza enthusiast. Contacted via In-Person 5 times. Outcome: Ordered Again. Ordered 3x Cheese Burst on 2024-10-22.",In-Person,5,Ordered Again
Jesus,Farley,Castaneda-Todd,044 Rivera Squares,Port Donna,Florida,94208,Consider may education law maintain after ask little join various small.,Pepperoni,2025-01-23,2,4 times,"Accountant, chartered management, pizza enthusiast","2024-10-25, 2024-05-19 - 2025-01-23","Accountant, chartered management, pizza enthusiast. Contacted via Call 4 times. Outcome: Pending Response. Ordered 2x Pepperoni on 2024-10-25.",Call,4,Pending Response
James,Cantrell,"Solomon, Sosa and Holt",801 Michelle Stravenue Suite 315,North Anthonyborough,Idaho,00742,Set lawyer turn Democrat energy federal worker stock agree now political people know.,Meat Lovers,2024-08-19,4,9 times,"Chartered public finance accountant, pizza enthusiast","2024-05-31, 2023-12-14 - 2024-08-19","Chartered public finance accountant, pizza enthusiast. Contacted via SMS 9 times. Outcome: Ordered Again. Ordered 4x Meat Lovers on 2024-05-31.",SMS,9,Ordered Again
